nodeId1,portId1,nodeId2,portId2,bandwidth,delay
305,9,313,1,400Gbps,100ns
305,10,314,1,400Gbps,100ns
305,11,315,1,400Gbps,100ns
305,12,316,1,400Gbps,100ns
305,13,317,1,400Gbps,100ns
305,14,318,1,400Gbps,100ns
305,15,319,1,400Gbps,100ns
306,8,312,2,400Gbps,100ns
306,9,313,2,400Gbps,100ns
306,10,314,2,400Gbps,100ns
306,11,315,2,400Gbps,100ns
306,12,316,2,400Gbps,100ns
306,13,317,2,400Gbps,100ns
306,14,318,2,400Gbps,100ns
306,15,319,2,400Gbps,100ns
307,8,312,3,400Gbps,100ns
307,9,313,3,400Gbps,100ns
307,10,314,3,400Gbps,100ns
307,11,315,3,400Gbps,100ns
307,12,316,3,400Gbps,100ns
307,13,317,3,400Gbps,100ns
307,14,318,3,400Gbps,100ns
307,15,319,3,400Gbps,100ns
308,8,312,4,400Gbps,100ns
308,9,313,4,400Gbps,100ns
308,10,314,4,400Gbps,100ns
308,11,315,4,400Gbps,100ns
308,12,316,4,400Gbps,100ns
308,13,317,4,400Gbps,100ns
308,14,318,4,400Gbps,100ns
308,15,319,4,400Gbps,100ns
309,8,312,5,400Gbps,100ns
309,9,313,5,400Gbps,100ns
309,10,314,5,400Gbps,100ns
309,11,315,5,400Gbps,100ns
309,12,316,5,400Gbps,100ns
309,13,317,5,400Gbps,100ns
309,14,318,5,400Gbps,100ns
309,15,319,5,400Gbps,100ns
310,8,312,6,400Gbps,100ns
310,9,313,6,400Gbps,100ns
310,10,314,6,400Gbps,100ns
310,11,315,6,400Gbps,100ns
310,12,316,6,400Gbps,100ns
310,13,317,6,400Gbps,100ns
310,14,318,6,400Gbps,100ns
310,15,319,6,400Gbps,100ns
311,8,312,7,400Gbps,100ns
311,9,313,7,400Gbps,100ns
311,10,314,7,400Gbps,100ns
311,11,315,7,400Gbps,100ns
311,12,316,7,400Gbps,100ns
311,13,317,7,400Gbps,100ns
311,14,318,7,400Gbps,100ns
311,15,319,7,400Gbps,100ns
312,11,320,24,800Gbps,500ns
313,11,320,25,800Gbps,500ns
314,11,320,26,800Gbps,500ns
315,11,320,27,800Gbps,500ns
316,11,320,28,800Gbps,500ns
317,11,320,29,800Gbps,500ns
318,11,320,30,800Gbps,500ns
319,11,320,31,800Gbps,500ns
